,Geographic Area,City,poverty_rate
13090,MN,Roy Lake CDP,46.7
13091,MN,Rush City city,8.7
13092,MN,Rushford city,14.9
13093,MN,Rushford Village city,2.1
13094,MN,Rushmore city,20.9
13095,MN,Russell city,12.7
13096,MN,Ruthton city,12.5
13097,MN,Rutledge city,18.0
13098,MN,Sabin city,4.5
13099,MN,Sacred Heart city,13.5
13100,MN,St. Anthony city (Hennepin and Ramsey Counties),6.1
13101,MN,St. Anthony city (Stearns County),15.1
13102,MN,St. Augusta city,2.2
13103,MN,St. Bonifacius city,5.3
13104,MN,St. Charles city,13.9
13105,MN,St. Clair city,11.0
13106,MN,St. Cloud city,23.3
13107,MN,St. Francis city,7.8
13108,MN,St. Hilaire city,20.5
13109,MN,St. James city,12.7
13110,MN,St. Joseph city,29.8
13111,MN,St. Leo city,8.8
13112,MN,St. Louis Park city,8.1
13113,MN,St. Martin city,10.7
13114,MN,St. Marys Point city,7.1
13115,MN,St. Michael city,2.3
13116,MN,St. Paul city,22.3
13117,MN,St. Paul Park city,10.0
13118,MN,St. Peter city,24.4
13119,MN,St. Rosa city,0.0
13120,MN,St. Stephen city,1.8
13121,MN,St. Vincent city,14.3
13122,MN,Sanborn city,10.7
13123,MN,Sandstone city,18.8
13124,MN,Sargeant city,23.3
13125,MN,Sartell city,3.7
13126,MN,Sauk Centre city,12.5
13127,MN,Sauk Rapids city,21.5
13128,MN,Savage city,5.3
13129,MN,Scandia city,8.6
13130,MN,Scanlon city,10.7
13131,MN,Seaforth city,4.5
13132,MN,Searles CDP,16.8
13133,MN,Sebeka city,18.0
13134,MN,Sedan city,16.7
13135,MN,Shafer city,9.0
13136,MN,Shakopee city,6.6
13137,MN,Shelly city,19.7
13138,MN,Sherburn city,11.4
13139,MN,Shevlin city,13.9
13140,MN,Shoreview city,5.3
13141,MN,Shorewood city,3.0
13142,MN,Silver Bay city,11.2
13143,MN,Silver Creek CDP,8.6
13144,MN,Silver Lake city,13.5
13145,MN,Skyline city,1.2
13146,MN,Slayton city,14.1
13147,MN,Sleepy Eye city,11.1
13148,MN,Sobieski city,4.3
13149,MN,Solway city,5.2
13150,MN,Soudan CDP,13.6
13151,MN,South End CDP,61.9
13152,MN,South Haven city,31.5
13153,MN,South St. Paul city,13.2
13154,MN,Spicer city,6.6
13155,MN,Springfield city,8.8
13156,MN,Spring Grove city,12.9
13157,MN,Spring Hill city,6.3
13158,MN,Spring Lake Park city,11.7
13159,MN,Spring Park city,9.0
13160,MN,Spring Valley city,11.9
13161,MN,Squaw Lake city,28.2
13162,MN,Stacy city,13.6
13163,MN,Stanchfield CDP,2.1
13164,MN,Staples city,17.9
13165,MN,Starbuck city,9.9
13166,MN,Steen city,31.9
13167,MN,Stephen city,6.4
13168,MN,Stewart city,16.0
13169,MN,Stewartville city,10.6
13170,MN,Stillwater city,6.6
13171,MN,Stockton city,12.0
13172,MN,Storden city,9.7
13173,MN,Strandquist city,15.6
13174,MN,Strathcona city,0.0
13175,MN,Sturgeon Lake city,9.2
13176,MN,Sunburg city,9.8
13177,MN,Sunfish Lake city,5.4
13178,MN,Swanville city,17.4
13179,MN,Taconite city,12.8
13180,MN,Tamarack city,18.5
13181,MN,Taopi city,14.8
13182,MN,Taunton city,16.0
13183,MN,Taylors Falls city,7.2
13184,MN,Tenstrike city,7.5
13185,MN,The Lakes CDP,2.2
13186,MN,The Ranch CDP,100.0
13187,MN,Thief River Falls city,9.9
13188,MN,Tintah city,20.4
13189,MN,Tonka Bay city,1.3
13190,MN,Tower city,14.7
13191,MN,Tracy city,14.2
13192,MN,Trail city,40.6
13193,MN,Trimont city,9.6
13194,MN,Trommald city,28.3
13195,MN,Trosky city,0.0
13196,MN,Truman city,11.6
13197,MN,Turtle River city,0.0
13198,MN,Twin Lakes city,10.8
13199,MN,Twin Lakes CDP,6.8
13200,MN,Twin Valley city,24.8
13201,MN,Two Harbors city,17.8
13202,MN,Tyler city,12.4
13203,MN,Ulen city,14.0
13204,MN,Underwood city,14.8
13205,MN,Upsala city,14.1
13206,MN,Urbank city,2.9
13207,MN,Utica city,9.7
13208,MN,Vadnais Heights city,6.4
13209,MN,Vergas city,9.8
13210,MN,Vermillion city,2.1
13211,MN,Verndale city,11.3
13212,MN,Vernon Center city,4.7
13213,MN,Vesta city,10.6
13214,MN,Victoria city,2.2
13215,MN,Viking city,16.9
13216,MN,Villard city,19.9
13217,MN,Vineland CDP,31.5
13218,MN,Vining city,0.0
13219,MN,Virginia city,23.7
13220,MN,Wabasha city,12.2
13221,MN,Wabasso city,4.9
13222,MN,Waconia city,2.3
13223,MN,Wadena city,23.8
13224,MN,Wahkon city,28.9
13225,MN,Waite Park city,20.9
13226,MN,Waldorf city,13.0
13227,MN,Walker city,26.0
13228,MN,Walnut Grove city,32.6
13229,MN,Walters city,42.1
13230,MN,Waltham city,10.8
13231,MN,Wanamingo city,16.4
13232,MN,Wanda city,0.0
13233,MN,Warba city,13.0
13234,MN,Warren city,9.4
13235,MN,Warroad city,23.7
13236,MN,Warsaw CDP,7.6
13237,MN,Waseca city,11.6
13238,MN,Watertown city,15.6
13239,MN,Waterville city,13.4
13240,MN,Watkins city,18.8
13241,MN,Watson city,10.2
13242,MN,Waubun city,22.9
13243,MN,Waverly city,7.1
13244,MN,Wayzata city,5.0
13245,MN,Welcome city,22.0
13246,MN,Wells city,20.7
13247,MN,Wendell city,9.5
13248,MN,Westbrook city,15.6
13249,MN,West Concord city,20.9
13250,MN,Westport city,37.8
13251,MN,West Roy Lake CDP,7.7
13252,MN,West St. Paul city,10.8
13253,MN,West Union city,6.3
13254,MN,Whalan city,4.9
13255,MN,Wheaton city,10.7
13256,MN,Whipholt CDP,2.1
13257,MN,White Bear Lake city,5.7
13258,MN,White Earth CDP,53.5
13259,MN,Wilder city,11.1
13260,MN,Willernie city,12.9
13261,MN,Williams city,6.6
13262,MN,Willmar city,18.2
13263,MN,Willow River city,11.1
13264,MN,Wilmont city,10.2
13265,MN,Wilton city,10.9
13266,MN,Windom city,26.4
13267,MN,Winger city,8.4
13268,MN,Winnebago city,15.1
13269,MN,Winona city,20.1
13270,MN,Winsted city,7.8
13271,MN,Winthrop city,19.0
13272,MN,Winton city,20.0
13273,MN,Wolf Lake city,17.5
13274,MN,Wolverton city,10.8
13275,MN,Woodbury city,3.5
13276,MN,Wood Lake city,14.5
13277,MN,Woodland city,2.9
13278,MN,Woodstock city,37.2
13279,MN,Worthington city,20.0
13280,MN,Wrenshall city,12.7
13281,MN,Wright city,24.3
13282,MN,Wykoff city,17.1
13283,MN,Wyoming city,2.0
13284,MN,Zemple city,30.4
13285,MN,Zimmerman city,9.3
13286,MN,Zumbro Falls city,8.6
13287,MN,Zumbrota city,12.7
13288,MS,Abbeville town,10.4
13289,MS,Aberdeen city,35.0
13290,MS,Ackerman town,29.2
13291,MS,Alcorn State University CDP,3.0
13292,MS,Algoma town,29.3
13293,MS,Alligator town,40.9
13294,MS,Amory city,23.3
13295,MS,Anguilla town,31.4
13296,MS,Arcola town,59.1
13297,MS,Arnold Line CDP,19.0
13298,MS,Artesia town,32.1
13299,MS,Ashland town,9.8
13300,MS,Baldwyn city,35.6
13301,MS,Bassfield town,12.7
13302,MS,Batesville city,15.2
13303,MS,Bay St. Louis city,25.0
13304,MS,Bay Springs city,29.1
13305,MS,Beaumont town,38.6
13306,MS,Beauregard village,20.4
13307,MS,Beechwood CDP,15.6
13308,MS,Belmont town,23.7
13309,MS,Belzoni city,36.8
13310,MS,Benoit town,52.0
13311,MS,Bentonia town,27.8
13312,MS,Beulah town,26.5
13313,MS,Big Creek village,12.1
13314,MS,Big Point CDP,26.4
13315,MS,Biloxi city,24.6
13316,MS,Blue Mountain town,30.0
13317,MS,Blue Springs village,23.7
13318,MS,Bogue Chitto CDP (Kemper and Neshoba Counties),36.6
13319,MS,Bogue Chitto CDP (Lincoln County),35.8
13320,MS,Bolton town,15.4
13321,MS,Booneville city,26.5
13322,MS,Boyle town,41.5
13323,MS,Brandon city,7.0
13324,MS,Braxton village,26.6
13325,MS,Bridgetown CDP,9.3
13326,MS,Brookhaven city,37.1
13327,MS,Brooksville town,48.9
13328,MS,Bruce town,31.9
13329,MS,Buckatunna CDP,40.3
13330,MS,Bude town,40.7
13331,MS,Burnsville town,34.3
13332,MS,Byhalia town,42.2
13333,MS,Byram city,11.0
13334,MS,Caledonia town,10.8
13335,MS,Calhoun City town,35.2
13336,MS,Canton city,26.7
13337,MS,Carrollton town,41.1
13338,MS,Carthage city,46.9
13339,MS,Cary town,49.1
13340,MS,Centreville town,51.0
13341,MS,Charleston city,23.4
13342,MS,Chunky town,15.5
13343,MS,Clara CDP,6.0
13344,MS,Clarksdale city,35.0
13345,MS,Cleary CDP,0.0
13346,MS,Cleveland city,29.9
13347,MS,Clinton city,15.5
13348,MS,Cloverdale CDP,33.1
13349,MS,Coahoma town,57.2
13350,MS,Coffeeville town,25.8
13351,MS,Coldwater town,20.5
13352,MS,Collins city,21.3
13353,MS,Collinsville CDP,6.6
13354,MS,Columbia city,41.6
13355,MS,Columbus city,31.2
13356,MS,Columbus AFB CDP,1.1
13357,MS,Como town,23.4
13358,MS,Conehatta CDP,54.3
13359,MS,Corinth city,26.3
13360,MS,Courtland town,37.1
13361,MS,Crawford town,42.7
13362,MS,Crenshaw town,38.1
13363,MS,Crosby town,47.5
13364,MS,Crowder town,21.8
13365,MS,Cruger town,42.3
13366,MS,Crystal Springs city,31.4
13367,MS,Darling CDP,21.1
13368,MS,Decatur town,21.1
13369,MS,De Kalb town,26.7
13370,MS,DeLisle CDP,36.3
13371,MS,Derma town,47.3
13372,MS,Diamondhead city,8.4
13373,MS,D'Iberville city,9.7
13374,MS,D'Lo town,31.1
13375,MS,Doddsville town,48.2
13376,MS,Drew city,47.8
13377,MS,Duck Hill town,42.2
13378,MS,Dumas town,5.6
13379,MS,Duncan town,54.8
13380,MS,Durant city,48.7
13381,MS,Ecru town,14.3
13382,MS,Eden village,30.8
13383,MS,Edwards town,34.9
13384,MS,Elliott CDP,39.5
13385,MS,Ellisville city,39.7
13386,MS,Enterprise town,25.1
13387,MS,Escatawpa CDP,21.8
13388,MS,Ethel town,32.1
13389,MS,Eupora city,38.7
13390,MS,Falcon town,42.2
13391,MS,Falkner town,12.7
13392,MS,Farmington town,13.4
13393,MS,Farrell CDP,20.7
13394,MS,Fayette city,49.6
13395,MS,Flora town,44.7
13396,MS,Florence city,3.4
13397,MS,Flowood city,10.1
13398,MS,Forest city,27.8
13399,MS,Foxworth CDP,21.9
13400,MS,French Camp town,18.0
13401,MS,Friars Point town,46.6
13402,MS,Fulton city,22.6
13403,MS,Gattman village,4.4
13404,MS,Gautier city,15.2
13405,MS,Georgetown town,32.0
13406,MS,Glen town,25.4
13407,MS,Glendale CDP,30.3
13408,MS,Glendora village,41.0
13409,MS,Gloster town,42.7
13410,MS,Golden town,17.8
13411,MS,Goodman town,51.0
13412,MS,Greenville city,36.8
13413,MS,Greenwood city,40.8
13414,MS,Grenada city,24.8
13415,MS,Gulf Hills CDP,13.8
13416,MS,Gulf Park Estates CDP,12.4
13417,MS,Gulfport city,25.5
13418,MS,Gunnison town,43.6
13419,MS,Guntown town,10.9
13420,MS,Hamilton CDP,11.6
13421,MS,Hatley town,20.6
13422,MS,Hattiesburg city,37.8
13423,MS,Hazlehurst city,27.2
13424,MS,Heidelberg town,19.5
13425,MS,Helena CDP,13.3
13426,MS,Henderson Point CDP,7.1
13427,MS,Hernando city,9.1
13428,MS,Hickory town,28.7
13429,MS,Hickory Flat town,28.7
13430,MS,Hide-A-Way Lake CDP,0.0
13431,MS,Hillsboro CDP,45.2
13432,MS,Holcomb CDP,30.1
13433,MS,Hollandale city,47.5
13434,MS,Holly Springs city,27.7
13435,MS,Horn Lake city,13.8
13436,MS,Houston city,26.8
13437,MS,Hurley CDP,2.9
13438,MS,Indianola city,33.2
13439,MS,Inverness town,32.3
13440,MS,Isola town,47.7
13441,MS,Itta Bena city,43.6
13442,MS,Iuka city,20.9
13443,MS,Jackson city,30.9
13444,MS,Jonestown town,53.2
13445,MS,Jumpertown town,12.1
13446,MS,Kearney Park CDP,7.6
13447,MS,Kilmichael town,26.0
13448,MS,Kiln CDP,23.7
13449,MS,Kosciusko city,33.3
13450,MS,Kossuth village,0.0
13451,MS,Lake town,24.4
13452,MS,Lambert town,38.7
13453,MS,Latimer CDP,7.3
13454,MS,Lauderdale CDP,13.4
13455,MS,Laurel city,28.7
13456,MS,Leakesville town,10.9
13457,MS,Learned town,2.3
13458,MS,Leland city,32.8
13459,MS,Lena town,13.5
13460,MS,Lexington city,41.4
13461,MS,Liberty town,9.3
13462,MS,Long Beach city,15.2
13463,MS,Louin town,11.1
13464,MS,Louise town,34.7
13465,MS,Louisville city,44.9
13466,MS,Lucedale city,30.9
13467,MS,Lula town,29.8
13468,MS,Lumberton city,42.5
13469,MS,Lyman CDP,16.7
13470,MS,Lynchburg CDP,0.7
13471,MS,Lyon town,7.8
13472,MS,Maben town,49.0
13473,MS,McComb city,30.2
13474,MS,McCool town,11.5
13475,MS,McLain town,13.8
13476,MS,Macon city,53.9
13477,MS,Madison city,3.5
13478,MS,Magee city,32.7
13479,MS,Magnolia city,29.3
13480,MS,Mantachie town,17.5
13481,MS,Mantee village,5.4
13482,MS,Marietta town,25.8
13483,MS,Marion town,27.3
13484,MS,Marks city,33.5
13485,MS,Mathiston town,18.4
13486,MS,Mayersville town,43.1
13487,MS,Meadville town,22.5
13488,MS,Mendenhall city,24.8
13489,MS,Meridian city,32.9
13490,MS,Meridian Station CDP,0.0
13491,MS,Merigold town,28.0
13492,MS,Metcalfe town,49.2
13493,MS,Mississippi State CDP,0.0
13494,MS,Mississippi Valley State University CDP,32.8
13495,MS,Mize town,36.7
13496,MS,Monticello town,31.8
13497,MS,Montrose town,23.1
13498,MS,Mooreville CDP,10.0
13499,MS,Moorhead city,49.3
13500,MS,Morgan City town,62.9
13501,MS,Morgantown CDP,23.1
13502,MS,Morton city,29.6
13503,MS,Moss Point city,21.6
13504,MS,Mound Bayou city,43.7
13505,MS,Mount Olive town,36.4
13506,MS,Myrtle town,19.7
13507,MS,Natchez city,31.9
13508,MS,Nellieburg CDP,8.5
13509,MS,Nettleton city,27.9
13510,MS,New Albany city,24.0
13511,MS,New Augusta town,27.5
13512,MS,New Hamilton CDP,7.2
13513,MS,New Hebron town,17.1
13514,MS,New Hope CDP,5.6
13515,MS,New Houlka town,29.9
13516,MS,Newton city,20.3
13517,MS,Nicholson CDP,45.2
13518,MS,North Carrollton town,17.3
13519,MS,North Tunica CDP,26.5
13520,MS,Noxapater town,21.1
13521,MS,Oakland town,40.7
13522,MS,Ocean Springs city,9.3
13523,MS,Okolona city,31.5
13524,MS,Olive Branch city,7.2
13525,MS,Osyka town,24.6
13526,MS,Oxford city,39.6
13527,MS,Pace town,20.1
13528,MS,Pachuta town,32.9
13529,MS,Paden village,20.4
13530,MS,Pascagoula city,27.2
13531,MS,Pass Christian city,18.9
13532,MS,Pearl city,13.8
13533,MS,Pearlington CDP,26.1
13534,MS,Pearl River CDP,20.9
13535,MS,Pelahatchie town,15.7
13536,MS,Petal city,11.8
13537,MS,Philadelphia city,30.8
13538,MS,Picayune city,23.7
13539,MS,Pickens town,43.9
13540,MS,Pittsboro village,5.7
13541,MS,Plantersville town,18.7
13542,MS,Polkville town,30.6
13543,MS,Pontotoc city,17.6
13544,MS,Pope village,20.3
13545,MS,Poplarville city,19.9
13546,MS,Port Gibson city,55.9
13547,MS,Potts Camp town,25.7
13548,MS,Prentiss town,37.6
13549,MS,Puckett village,25.4
13550,MS,Purvis city,13.5
13551,MS,Quitman city,20.9
13552,MS,Raleigh town,28.4
13553,MS,Rawls Springs CDP,36.2
13554,MS,Raymond city,25.9
13555,MS,Redwater CDP,21.7
13556,MS,Renova town,25.9
13557,MS,Richland city,12.5
13558,MS,Richton town,28.8
13559,MS,Ridgeland city,10.2
13560,MS,Rienzi town,7.9
13561,MS,Ripley city,23.6
13562,MS,Robinhood CDP,34.9
13563,MS,Rolling Fork city,29.3
13564,MS,Rosedale city,50.4
13565,MS,Roxie town,31.2
13566,MS,Ruleville city,37.7
13567,MS,St. Martin CDP,17.2
13568,MS,Sallis town,7.5
13569,MS,Saltillo city,13.5
13570,MS,Sandersville town,11.1
13571,MS,Sardis town,34.6
13572,MS,Satartia village,0.0
13573,MS,Saucier CDP,22.6
13574,MS,Schlater town,19.0
13575,MS,Scooba town,48.5
13576,MS,Sebastopol town,22.9
13577,MS,Seminary town,8.1
13578,MS,Senatobia city,19.4
13579,MS,Shannon town,31.2
13580,MS,Sharon CDP,6.4
13581,MS,Shaw city,50.9
13582,MS,Shelby city,52.1
13583,MS,Sherman town,27.2
13584,MS,Shubuta town,34.5
13585,MS,Shuqualak town,37.7
13586,MS,Sidon town,73.8
13587,MS,Silver City town,44.0
13588,MS,Silver Creek town,26.2
13589,MS,Slate Springs village,5.0
13590,MS,Sledge town,26.3
13591,MS,Smithville town,15.8
13592,MS,Snow Lake Shores town,10.2
13593,MS,Soso town,14.1
13594,MS,Southaven city,11.4
13595,MS,Standing Pine CDP,51.0
13596,MS,Starkville city,34.9
13597,MS,State Line town,33.2
13598,MS,Stonewall town,17.8
13599,MS,Sturgis town,54.8
13600,MS,Summit town,47.6
13601,MS,Sumner town,15.5
13602,MS,Sumrall town,17.3
13603,MS,Sunflower town,50.0
13604,MS,Sylvarena village,1.0
13605,MS,Taylor village,11.8
13606,MS,Taylorsville town,24.6
13607,MS,Tchula town,66.8
13608,MS,Terry town,9.3
13609,MS,Thaxton town,7.0
13610,MS,Tillatoba town,0.0
13611,MS,Tishomingo town,33.7
13612,MS,Toccopola town,16.0
13613,MS,Toomsuba CDP,38.1
13614,MS,Tremont town,21.3
13615,MS,Tucker CDP,5.4
13616,MS,Tunica town,16.6
13617,MS,Tunica Resorts CDP,16.4
13618,MS,Tupelo city,23.3
13619,MS,Tutwiler town,26.7
13620,MS,Tylertown town,30.5
13621,MS,Union town,36.2
13622,MS,University CDP,92.0
13623,MS,Utica town,30.5
13624,MS,Vaiden town,34.9
13625,MS,Vancleave CDP,12.1
13626,MS,Vardaman town,25.1
13627,MS,Verona city,32.9
13628,MS,Vicksburg city,32.6
13629,MS,Wade CDP,0.0
13630,MS,Walls town,18.7
13631,MS,Walnut town,47.8
13632,MS,Walnut Grove town,40.4
13633,MS,Walthall village,30.1
13634,MS,Water Valley city,26.5
13635,MS,Waveland city,25.7
13636,MS,Waynesboro city,47.0
13637,MS,Webb town,24.5
13638,MS,Weir town,40.2
13639,MS,Wesson town,13.6
13640,MS,West town,27.1
13641,MS,West Hattiesburg CDP,24.4
13642,MS,West Point city,32.0
13643,MS,White Oak CDP,7.4
13644,MS,Wiggins city,22.5
13645,MS,Winona city,38.9
13646,MS,Winstonville town,43.5
13647,MS,Woodland village,25.9
13648,MS,Woodville town,32.9
13649,MS,Yazoo City city,46.5
13650,MO,Adrian city,14.8
13651,MO,Advance city,14.7
13652,MO,Affton CDP,8.9
13653,MO,Agency village,14.9
13654,MO,Airport Drive village,5.9
13655,MO,Alba city,10.7
13656,MO,Albany city,15.4
13657,MO,Aldrich village,9.2
13658,MO,Alexandria city,20.4
13659,MO,Allendale village,25.0
13660,MO,Allenville village,10.3
13661,MO,Alma city,4.9
13662,MO,Altamont village,25.7
13663,MO,Altenburg city,3.8
13664,MO,Alton city,39.1
13665,MO,Amazonia village,17.8
13666,MO,Amity town,66.7
13667,MO,Amoret city,38.6
13668,MO,Amsterdam city,23.8
13669,MO,Anderson city,20.6
13670,MO,Annada village,23.8
13671,MO,Annapolis city,35.4
13672,MO,Anniston town,27.5
13673,MO,Appleton City city,27.1
13674,MO,Arbela town,26.3
13675,MO,Arbyrd city,48.2
13676,MO,Arcadia city,25.2
13677,MO,Archie city,17.8
13678,MO,Arcola village,13.1
13679,MO,Argyle town,6.1
13680,MO,Arkoe town,8.0
13681,MO,Armstrong city,39.0
13682,MO,Arnold city,9.3
13683,MO,Arrow Point village,13.6
13684,MO,Arrow Rock town,0.0
13685,MO,Asbury city,8.8
13686,MO,Ashburn town,20.0
13687,MO,Ash Grove city,22.5
13688,MO,Ashland city,9.0
13689,MO,Ashley CDP,0.0
13690,MO,Atlanta city,13.7
13691,MO,Augusta town,3.2
13692,MO,Aullville village,26.3
13693,MO,Aurora city,18.4
13694,MO,Auxvasse city,13.4
13695,MO,Ava city,34.9
13696,MO,Avilla town,15.0
13697,MO,Avondale city,12.6
13698,MO,Bagnell town,40.4
13699,MO,Baker village,
13700,MO,Bakersfield village,19.7
13701,MO,Baldwin Park village,42.4
13702,MO,Ballwin city,3.0
13703,MO,Baring city,22.9
13704,MO,Barnard city,15.7
13705,MO,Barnett city,45.4
13706,MO,Barnhart CDP,7.0
13707,MO,Bates City city,27.7
13708,MO,Battlefield city,7.1
13709,MO,Bella Villa city,4.2
13710,MO,Bell City city,27.9
13711,MO,Belle city,34.0
13712,MO,Bellefontaine Neighbors city,26.8
13713,MO,Bellerive village,3.3
13714,MO,Bellflower city,33.2
13715,MO,Bel-Nor village,9.2
13716,MO,Bel-Ridge village,36.7
13717,MO,Belton city,14.7
13718,MO,Bennett Springs CDP,0.0
13719,MO,Benton city,13.1
13720,MO,Benton City village,7.1
13721,MO,Berger city,23.8
13722,MO,Berkeley city,25.4
13723,MO,Bernie city,29.6
13724,MO,Bertrand city,25.7
13725,MO,Bethany city,18.1
13726,MO,Bethel village,18.4
13727,MO,Beverly Hills city,22.2
13728,MO,Bevier city,11.7
13729,MO,Biehle CDP,
13730,MO,Bigelow village,37.5
13731,MO,Big Lake village,4.9
13732,MO,Big Spring CDP,31.0
13733,MO,Billings city,14.2
13734,MO,Birch Tree city,41.4
13735,MO,Birmingham village,8.0
13736,MO,Bismarck city,22.6
13737,MO,Blackburn city,8.4
13738,MO,Black Jack city,14.3
13739,MO,Blackwater city,36.4
13740,MO,Blairstown city,46.4
13741,MO,Blanchard CDP,0.0
13742,MO,Bland city,42.3
13743,MO,Blodgett village,36.1
13744,MO,Bloomfield city,14.7
13745,MO,Bloomsdale city,7.8
13746,MO,Blue Eye town,16.8
13747,MO,Blue Springs city,10.5
13748,MO,Blythedale village,17.1
13749,MO,Bogard city,17.9
13750,MO,Bolckow city,28.6
13751,MO,Bolivar city,21.5
13752,MO,Bonne Terre city,15.2
13753,MO,Boonville city,17.7
13754,MO,Bosworth city,11.9
13755,MO,Bourbon city,20.9
13756,MO,Bowling Green city,20.8
13757,MO,Bragg City town,11.8
13758,MO,Brandsville city,54.1
13759,MO,Branson city,19.9
13760,MO,Branson West city,7.8
13761,MO,Brashear city,19.0
13762,MO,Braymer city,25.3
13763,MO,Breckenridge city,20.6
13764,MO,Breckenridge Hills city,29.3
13765,MO,Brentwood city,5.2
13766,MO,Brewer CDP,13.1
13767,MO,Bridgeton city,15.1
13768,MO,Brimson village,38.1
13769,MO,Bronaugh city,33.8
13770,MO,Brookfield city,27.5
13771,MO,Brooklyn Heights town,12.2
13772,MO,Browning city,34.0
13773,MO,Brownington town,25.0
13774,MO,Brumley town,16.9
13775,MO,Brunswick city,20.5
13776,MO,Bucklin city,21.3
13777,MO,Buckner city,23.0
13778,MO,Buffalo city,25.8
13779,MO,Bull Creek village,46.7
13780,MO,Bunceton city,13.0
13781,MO,Bunker city,42.2
13782,MO,Burgess town,45.8
13783,MO,Burlington Junction city,24.8
13784,MO,Butler city,31.0
13785,MO,Butterfield village,11.3
13786,MO,Byrnes Mill city,7.4
13787,MO,Cabool city,41.3
13788,MO,Cainsville city,31.7
13789,MO,Cairo village,18.8
13790,MO,Caledonia village,6.4
13791,MO,Calhoun city,40.6
13792,MO,California city,14.4
13793,MO,Callao city,36.4
13794,MO,Calverton Park village,16.6
13795,MO,Camden city,16.1
13796,MO,Camden Point city,6.6
13797,MO,Camdenton city,26.4
13798,MO,Cameron city,22.2
13799,MO,Campbell city,31.1
13800,MO,Canalou city,24.8
13801,MO,Canton city,17.8
13802,MO,Cape Girardeau city,25.9
13803,MO,Cardwell city,38.1
13804,MO,Carl Junction city,10.8
13805,MO,Carrollton city,17.8
13806,MO,Carterville city,25.3
13807,MO,Carthage city,27.7
13808,MO,Caruthersville city,33.3
13809,MO,Carytown city,11.9
13810,MO,Cassville city,16.3
13811,MO,Castle Point CDP,40.2
13812,MO,Catron town,24.4
13813,MO,Cave town,0.0
13814,MO,Cedar Hill CDP,11.5
13815,MO,Cedar Hill Lakes village,2.5
13816,MO,Center city,18.7
13817,MO,Centertown town,11.3
13818,MO,Centerview city,23.6
13819,MO,Centerville city,30.5
13820,MO,Centralia city,18.4
13821,MO,Chaffee city,21.1
13822,MO,Chain of Rocks village,12.0
13823,MO,Chain-O-Lakes village,33.6
13824,MO,Chamois city,29.8
13825,MO,Champ village,0.0
13826,MO,Charlack city,5.8
13827,MO,Charleston city,31.0
13828,MO,Charmwood town,0.0
13829,MO,Cherokee Pass CDP,16.9
13830,MO,Chesapeake CDP,12.9
13831,MO,Chesterfield city,5.1
13832,MO,Chilhowee town,28.3
13833,MO,Chillicothe city,20.0
13834,MO,Chula city,15.4
13835,MO,Clarence city,32.5
13836,MO,Clark city,14.6
13837,MO,Clarksburg city,24.8
13838,MO,Clarksdale city,14.9
13839,MO,Clarkson Valley city,3.4
13840,MO,Clarksville city,23.4
13841,MO,Clarkton city,39.8
13842,MO,Claycomo village,25.6
13843,MO,Clayton city,8.2
13844,MO,Clearmont city,18.0
13845,MO,Cleveland city,6.7
13846,MO,Clever city,15.5
13847,MO,Cliff Village village,0.0
13848,MO,Clifton Hill city,16.2
13849,MO,Climax Springs village,73.5
13850,MO,Clinton city,22.2
13851,MO,Clyde village,15.6
13852,MO,Cobalt village,34.0
13853,MO,Coffey city,55.6
13854,MO,Cole Camp city,12.9
