,Geographic Area,City,Median Income,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic,percent_completed_hs
22739,PA,Seven Springs borough,20250.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
22740,PA,Seven Valleys borough,48750.0,12.6,96.7,0.6,1.2,0.4,0.8,80.3
22741,PA,Seward borough,38500.0,12.9,98.8,0.2,0.0,0.0,0.2,75.2
22742,PA,Sewickley borough,63906.0,6.6,88.8,7.3,0.1,1.3,1.8,97.4
22743,PA,Sewickley Heights borough,228958.0,1.7,97.2,0.6,0.4,0.9,1.6,99.0
22744,PA,Sewickley Hills borough,113500.0,4.4,95.5,2.3,0.0,1.4,1.9,98.1
22745,PA,Shade Gap borough,36875.0,42.1,99.0,0.0,0.0,0.0,0.0,58.4
22746,PA,Shamokin city,31088.0,24.0,96.8,0.6,0.1,0.4,2.6,83.3
22747,PA,Shamokin Dam borough,45075.0,10.0,96.1,0.5,0.6,1.4,1.4,90.7
22748,PA,Shanksville borough,70000.0,4.6,95.4,0.4,0.4,0.4,0.4,97.5
22749,PA,Shanor-Northvue CDP,65167.0,5.8,97.1,0.5,0.1,1.2,1.1,94.7
22750,PA,Sharon city,30720.0,24.5,80.4,14.6,0.2,0.5,1.8,86.5
22751,PA,Sharon Hill borough,50938.0,13.1,32.6,60.6,0.3,2.1,3.2,92.6
22752,PA,Sharpsburg borough,31250.0,27.2,86.9,6.7,0.2,1.7,3.3,86.6
22753,PA,Sharpsville borough,40144.0,13.9,95.3,2.2,0.1,0.5,0.8,95.3
22754,PA,Shartlesville CDP,58920.0,7.9,96.5,0.0,0.0,0.2,5.1,87.9
22755,PA,Shavertown CDP,52125.0,14.3,97.5,0.6,0.0,1.0,0.9,98.1
22756,PA,Sheakleyville borough,45938.0,30.9,100.0,0.0,0.0,0.0,0.0,79.8
22757,PA,Sheatown CDP,41750.0,13.6,98.1,1.3,0.0,0.3,1.3,87.8
22758,PA,Sheffield CDP,38750.0,21.0,99.3,0.1,0.0,0.2,0.2,89.3
22759,PA,Shelocta borough,32083.0,16.6,93.8,0.0,0.0,0.0,0.0,92.5
22760,PA,Shenandoah borough,24286.0,32.7,86.3,1.7,0.4,0.3,16.7,73.5
22761,PA,Shenandoah Heights CDP,65473.0,8.9,96.8,1.0,0.0,0.1,4.1,100.0
22762,PA,Sheppton CDP,36125.0,31.8,98.3,0.0,0.0,0.8,0.0,87.8
22763,PA,Shickshinny borough,28292.0,18.8,97.9,0.1,0.5,0.0,1.0,82.5
22764,PA,Shillington borough,56000.0,8.2,89.9,3.4,0.2,1.2,8.5,89.7
22765,PA,Shiloh CDP,62813.0,7.6,91.4,4.5,0.1,1.4,3.1,90.1
22766,PA,Shinglehouse borough,26897.0,22.6,98.8,0.0,0.5,0.3,1.0,85.8
22767,PA,Shippensburg borough,31537.0,27.2,90.6,4.4,0.3,1.2,3.3,85.0
22768,PA,Shippensburg University CDP,17617.0,87.8,85.7,10.0,0.1,1.2,3.4,100.0
22769,PA,Shippenville borough,48846.0,7.4,98.8,0.0,0.0,0.4,0.2,95.7
22770,PA,Shippingport borough,30417.0,18.8,94.4,1.4,0.0,0.0,0.0,78.0
22771,PA,Shiremanstown borough,49539.0,6.0,93.1,2.3,0.0,1.5,4.9,94.9
22772,PA,Shirleysburg borough,35417.0,18.0,96.7,0.7,0.7,0.0,0.0,83.9
22773,PA,Shoemakersville borough,47500.0,7.5,98.4,0.1,0.0,0.1,2.7,88.4
22774,PA,Shrewsbury borough,70625.0,3.5,93.5,3.0,0.2,1.4,2.5,90.1
22775,PA,Sidman CDP,70536.0,3.1,99.8,0.0,0.0,0.0,0.0,95.9
22776,PA,Sierra View CDP,62762.0,8.4,73.5,17.2,0.3,1.4,15.7,94.2
22777,PA,Siglerville CDP,40870.0,0.0,95.3,0.0,0.0,1.9,0.0,71.6
22778,PA,Silkworth CDP,55625.0,3.6,97.3,0.5,0.1,0.1,1.0,87.7
22779,PA,Silverdale borough,82083.0,2.7,97.7,0.8,0.2,0.0,1.4,97.7
22780,PA,Simpson CDP,33971.0,14.6,95.5,0.9,0.4,0.5,3.4,91.6
22781,PA,Sinking Spring borough,52200.0,10.0,84.9,6.4,0.1,2.4,8.9,94.5
22782,PA,Skippack CDP,112759.0,0.8,90.8,2.0,0.0,5.1,2.2,96.6
22783,PA,Skyline View CDP,84955.0,3.0,92.2,2.4,0.2,2.8,2.1,97.9
22784,PA,Slabtown CDP,35417.0,11.3,100.0,0.0,0.0,0.0,0.0,81.1
22785,PA,Slatedale CDP,54125.0,10.6,98.5,0.0,0.0,1.1,1.1,89.7
22786,PA,Slatington borough,47551.0,13.1,94.1,1.6,0.4,0.5,5.2,89.4
22787,PA,Slickville CDP,37065.0,1.6,96.1,2.3,0.0,0.0,0.8,93.1
22788,PA,Sligo borough,42955.0,12.3,98.2,0.7,0.0,1.0,0.1,91.6
22789,PA,Slippery Rock borough,40352.0,34.0,90.0,5.5,0.1,2.2,1.1,89.9
22790,PA,Slippery Rock University CDP,51758.76615746182,0.0,90.0,6.7,0.2,0.9,2.0,87.5
22791,PA,Slovan CDP,51758.76615746182,10.8,97.5,0.5,0.2,0.2,1.3,75.0
22792,PA,Smethport borough,45208.0,18.6,98.4,0.0,0.0,0.5,1.4,90.4
22793,PA,Smicksburg borough,48125.0,2.4,97.8,0.0,0.0,0.0,0.0,86.7
22794,PA,Smithfield borough,43750.0,17.9,98.5,0.6,0.1,0.2,0.5,90.3
22795,PA,Smithton borough,47639.0,16.6,98.5,0.0,0.0,0.5,1.8,90.6
22796,PA,Smock CDP,34554.0,10.7,93.7,2.7,0.0,0.0,0.2,91.8
22797,PA,Smoketown CDP,51165.0,7.8,95.8,2.5,0.0,0.6,7.8,44.0
22798,PA,Snow Shoe borough,54479.0,14.0,99.6,0.0,0.0,0.1,0.1,93.7
22799,PA,S.N.P.J. borough,38125.0,0.0,100.0,0.0,0.0,0.0,0.0,71.4
22800,PA,Snydertown CDP,49758.0,12.0,97.5,0.4,0.2,0.0,0.2,100.0
22801,PA,Snydertown borough,64375.0,1.8,97.9,0.3,0.0,0.3,0.9,97.6
22802,PA,Somerset borough,35875.0,23.9,96.8,0.8,0.2,0.9,1.1,88.7
22803,PA,Soudersburg CDP,36680.0,3.4,87.0,2.2,0.2,3.7,6.3,100.0
22804,PA,Souderton borough,66007.0,4.9,85.6,2.5,0.3,4.7,11.5,89.2
22805,PA,South Bethlehem borough,48542.0,13.2,96.9,0.4,0.0,1.2,0.4,83.4
22806,PA,South Coatesville borough,55588.0,19.3,41.6,47.9,0.2,0.3,13.0,92.4
22807,PA,South Connellsville borough,36641.0,12.4,97.4,1.2,0.1,0.2,0.8,88.7
22808,PA,South Fork borough,36875.0,16.5,98.2,0.5,0.0,0.0,0.2,86.6
22809,PA,South Greensburg borough,46528.0,8.3,97.3,0.9,0.2,0.5,0.9,92.5
22810,PA,South Heights borough,33125.0,12.6,97.1,1.9,0.0,0.0,1.3,89.8
22811,PA,Southmont borough,56149.0,6.6,95.8,0.7,0.2,1.3,2.2,98.1
22812,PA,South New Castle borough,41944.0,17.3,97.3,1.3,0.1,0.3,0.6,89.2
22813,PA,South Park Township CDP,67796.0,8.1,94.9,2.8,0.1,0.8,0.8,96.6
22814,PA,South Philipsburg CDP,36591.0,14.6,99.3,0.0,0.2,0.0,1.2,86.7
22815,PA,South Pottstown CDP,52462.0,6.3,89.0,5.7,0.2,1.2,3.5,87.7
22816,PA,South Renovo borough,35125.0,13.0,99.1,0.0,0.0,0.2,0.5,84.3
22817,PA,South Temple CDP,67549.0,9.7,89.0,2.9,0.5,0.8,14.8,88.2
22818,PA,South Uniontown CDP,50563.0,7.0,92.5,4.9,0.3,0.1,0.9,89.7
22819,PA,Southview CDP,75714.0,10.0,99.3,0.7,0.0,0.0,0.0,75.7
22820,PA,South Waverly borough,61450.0,7.9,98.0,0.3,0.6,0.2,1.8,92.1
22821,PA,Southwest Greensburg borough,43495.0,14.0,94.2,2.7,0.0,0.3,0.6,97.3
22822,PA,South Williamsport borough,40027.0,14.0,97.5,0.9,0.1,0.2,0.7,93.0
22823,PA,Spartansburg borough,42083.0,10.0,100.0,0.0,0.0,0.0,0.0,88.6
22824,PA,Speers borough,51103.0,14.2,95.8,1.9,0.2,0.6,0.5,96.7
22825,PA,Spinnerstown CDP,83977.0,10.2,94.3,1.4,0.1,1.9,2.0,93.5
22826,PA,Springboro borough,41786.0,24.0,97.5,1.0,0.0,0.0,1.9,86.2
22827,PA,Spring City borough,45844.0,3.7,91.4,3.6,0.1,1.4,3.4,90.9
22828,PA,Springdale borough,46797.0,14.5,98.2,0.6,0.1,0.1,0.6,92.9
22829,PA,Spring Grove borough,54741.0,9.1,93.9,0.7,0.0,0.5,6.1,93.7
22830,PA,Spring Hill CDP,50278.0,19.3,99.0,0.0,0.1,0.0,0.5,94.4
22831,PA,Spring House CDP,79016.0,10.7,88.6,2.3,0.0,7.8,1.8,98.2
22832,PA,Spring Mills CDP,67885.0,14.2,99.6,0.0,0.0,0.0,0.4,92.8
22833,PA,Springmont CDP,78661.0,7.6,93.5,3.5,0.7,0.4,6.4,99.5
22834,PA,Spring Mount CDP,78824.0,2.3,93.0,3.1,0.4,1.2,3.2,95.2
22835,PA,Spring Ridge CDP,54543.0,0.0,89.5,2.4,0.0,6.8,3.3,100.0
22836,PA,Spry CDP,64831.0,8.6,93.2,2.7,0.2,1.6,2.9,93.6
22837,PA,Starbrick CDP,30994.0,13.3,96.7,0.4,0.0,0.0,0.4,91.3
22838,PA,Star Junction CDP,41382.0,8.1,98.2,0.2,0.2,0.0,0.0,90.6
22839,PA,Starrucca borough,54107.0,26.3,96.0,1.7,0.0,0.6,4.0,84.8
22840,PA,State College borough,29450.0,47.3,83.2,3.8,0.2,9.8,3.9,97.3
22841,PA,State Line CDP,65105.0,8.2,93.5,2.3,0.0,1.8,2.7,85.0
22842,PA,Steelton borough,44706.0,24.8,48.7,38.1,0.2,0.7,14.6,89.7
22843,PA,Stevens CDP,40900.0,1.9,96.7,0.0,0.2,2.5,1.6,75.8
22844,PA,Stewartstown borough,55417.0,15.1,95.5,1.9,0.3,0.7,1.5,89.4
22845,PA,Stiles CDP,54175.0,0.0,88.4,3.1,0.4,2.4,9.3,91.2
22846,PA,Stillwater borough,63036.0,6.5,97.6,1.4,0.0,0.0,1.0,90.8
22847,PA,Stockdale borough,41012.0,8.5,98.0,0.0,0.0,0.0,0.8,87.1
22848,PA,Stockertown borough,80278.0,6.1,97.7,0.3,0.2,0.5,3.0,91.9
22849,PA,Stoneboro borough,43594.0,10.3,98.3,0.0,0.1,0.2,0.8,93.6
22850,PA,Stonerstown CDP,46750.0,4.0,99.5,0.0,0.3,0.0,2.1,94.1
22851,PA,Stonybrook CDP,78587.0,1.9,89.2,4.5,0.0,3.5,2.6,93.2
22852,PA,Stony Creek Mills CDP,37813.0,16.6,93.0,1.1,0.4,0.0,9.5,71.3
22853,PA,Stormstown CDP,104464.0,3.5,97.2,0.5,0.0,0.9,1.2,98.2
22854,PA,Stouchsburg CDP,58523.0,19.9,97.5,0.5,0.0,0.3,2.0,76.9
22855,PA,Stowe CDP,49954.0,15.2,85.4,9.7,0.3,0.6,3.3,85.1
22856,PA,Stoystown borough,42083.0,3.5,99.7,0.0,0.0,0.0,0.0,94.0
22857,PA,Strasburg borough,61067.0,3.5,96.0,0.7,0.0,0.7,2.6,92.8
22858,PA,Strattanville borough,41042.0,21.9,95.5,1.1,0.7,0.4,2.2,88.7
22859,PA,Strausstown borough,53333.0,10.2,98.2,0.9,0.0,0.0,2.3,82.4
22860,PA,Strodes Mills CDP,41875.0,7.1,98.9,0.3,0.0,0.1,0.5,95.1
22861,PA,Strong CDP,51758.76615746182,0.0,99.3,0.0,0.0,0.0,0.7,100.0
22862,PA,Stroudsburg borough,31790.0,34.7,77.3,11.2,0.4,1.9,14.3,83.4
22863,PA,Sturgeon CDP,76818.0,1.3,96.8,1.1,0.2,0.3,0.4,95.9
22864,PA,Sugarcreek borough,43594.0,13.1,98.1,0.5,0.1,0.2,1.0,91.6
22865,PA,Sugar Grove borough,46406.0,4.0,96.6,0.8,0.2,0.5,0.0,92.9
22866,PA,Sugar Notch borough,42132.0,16.2,98.0,0.3,0.2,0.1,2.1,89.2
22867,PA,Summerhill borough,46563.0,2.7,99.8,0.0,0.0,0.0,0.8,95.4
22868,PA,Summerville borough,42917.0,15.5,98.7,0.0,0.4,0.0,0.2,91.6
22869,PA,Summit Hill borough,60887.0,7.9,97.4,0.7,0.1,0.3,1.8,91.1
22870,PA,Summit Station CDP,51042.0,0.0,98.9,0.0,0.0,0.6,0.0,92.6
22871,PA,Sunbury city,30698.0,23.2,91.0,2.8,0.3,0.3,6.7,78.2
22872,PA,Sunrise Lake CDP,82269.0,6.4,92.7,3.0,0.1,0.5,9.3,92.7
22873,PA,Sun Valley CDP,61821.0,4.4,84.7,8.2,0.2,0.5,10.7,92.6
22874,PA,Susquehanna Depot borough,32200.0,30.5,97.1,0.4,0.3,1.0,2.0,81.9
22875,PA,Susquehanna Trails CDP,63068.0,10.9,96.7,0.9,0.3,0.2,1.2,82.9
22876,PA,Sutersville borough,34911.0,26.6,99.2,0.0,0.0,0.0,0.0,86.3
22877,PA,Swarthmore borough,101686.0,2.3,82.5,5.0,0.3,7.7,4.9,97.4
22878,PA,Swartzville CDP,67528.0,8.7,92.5,1.5,0.0,4.4,1.8,89.7
22879,PA,Sweden Valley CDP,41500.0,1.5,97.3,0.0,1.8,0.4,2.7,92.5
22880,PA,Swissvale borough,37125.0,19.8,59.1,35.0,0.2,1.7,2.2,94.2
22881,PA,Swoyersville borough,52956.0,10.0,98.2,0.5,0.1,0.3,1.0,91.7
22882,PA,Sykesville borough,33323.0,23.7,98.6,0.3,0.1,0.2,0.6,87.0
22883,PA,Sylvania borough,50000.0,10.7,96.3,0.0,0.5,0.9,0.0,91.3
22884,PA,Table Rock CDP,71250.0,0.0,93.5,0.0,0.0,0.0,6.5,70.6
22885,PA,Tamaqua borough,35741.0,21.2,96.1,0.7,0.2,0.3,3.5,83.8
22886,PA,Tarentum borough,36443.0,17.5,91.9,5.1,0.3,0.5,1.0,91.1
22887,PA,Tatamy borough,70568.0,1.5,91.5,3.7,0.0,2.2,4.3,96.5
22888,PA,Taylor borough,41726.0,14.8,94.5,1.0,0.1,0.6,5.3,88.8
22889,PA,Taylorstown CDP,56818.0,2.6,97.2,0.0,0.0,0.9,0.5,94.2
22890,PA,Telford borough,59706.0,11.1,86.7,2.6,0.1,5.6,8.0,86.5
22891,PA,Temple CDP,56813.0,5.6,84.5,4.2,0.4,1.0,16.8,88.0
22892,PA,Templeton CDP,40000.0,15.5,98.5,0.6,0.0,0.0,0.0,82.2
22893,PA,Terre Hill borough,49318.0,6.3,96.6,0.7,0.2,1.4,2.1,76.7
22894,PA,Tharptown (Uniontown) CDP,34837.0,8.3,99.0,0.0,0.0,0.4,0.6,85.6
22895,PA,The Hideout CDP,53185.0,4.5,94.5,2.8,0.2,0.3,5.2,95.5
22896,PA,Thompson borough,29712.0,21.9,98.7,0.3,0.0,0.0,0.7,79.9
22897,PA,Thompsontown borough,39779.0,14.6,98.7,0.1,0.0,0.4,0.4,82.9
22898,PA,Thompsonville CDP,89091.0,3.5,97.2,0.7,0.2,1.0,1.4,94.6
22899,PA,Thornburg borough,129688.0,0.4,98.0,0.0,0.0,0.9,1.1,99.2
22900,PA,Thorndale CDP,82561.0,2.9,84.9,8.9,0.1,3.1,4.3,94.1
22901,PA,Three Springs borough,43750.0,8.6,98.4,0.0,0.0,0.2,0.2,86.9
22902,PA,Throop borough,48071.0,14.7,96.0,1.2,0.2,0.6,2.0,92.5
22903,PA,Tidioute borough,30000.0,13.4,99.3,0.0,0.1,0.0,0.9,92.3
22904,PA,Timber Hills CDP,51758.76615746182,0.0,98.3,0.0,0.0,0.0,1.9,87.6
22905,PA,Timblin borough,40250.0,29.5,98.1,1.3,0.0,0.0,0.6,89.6
22906,PA,Tioga borough,35200.0,20.4,98.2,0.6,0.2,0.0,0.2,76.6
22907,PA,Tionesta borough,32361.0,8.7,98.8,0.2,0.0,0.0,0.8,89.2
22908,PA,Tipton CDP,65993.0,0.0,99.2,0.5,0.1,0.1,0.4,98.0
22909,PA,Titusville city,28534.0,31.2,95.9,1.8,0.3,0.7,1.2,85.8
22910,PA,Toftrees CDP,59837.0,23.2,86.6,2.9,0.0,7.6,2.4,99.8
22911,PA,Topton borough,68646.0,4.8,97.4,0.6,0.2,0.0,2.8,93.7
22912,PA,Toughkenamon CDP,73929.0,16.2,60.8,2.9,0.7,0.1,58.0,73.6
22913,PA,Towamensing Trails CDP,64295.0,6.5,88.2,7.7,0.3,0.9,7.4,96.9
22914,PA,Towanda borough,42196.0,19.4,96.6,0.6,0.1,0.4,2.4,87.0
22915,PA,Tower City borough,46507.0,10.8,98.1,0.3,0.4,0.1,1.3,87.2
22916,PA,Townville borough,39250.0,10.3,100.0,0.0,0.0,0.0,0.6,91.8
22917,PA,Trafford borough,46528.0,14.1,95.9,1.6,0.0,1.1,0.9,94.0
22918,PA,Trainer borough,42500.0,21.4,76.4,18.9,0.3,0.5,5.5,85.7
22919,PA,Trappe borough,79076.0,9.4,89.2,3.2,0.3,4.5,2.7,95.3
22920,PA,Treasure Lake CDP,64314.0,4.3,96.5,0.3,0.0,2.0,0.8,97.3
22921,PA,Tremont borough,40457.0,21.9,98.3,0.6,0.1,0.1,0.5,76.9
22922,PA,Tresckow CDP,41607.0,7.3,98.8,0.2,0.0,0.0,2.0,95.9
22923,PA,Trevorton CDP,41375.0,11.0,98.5,0.1,0.1,0.5,0.5,86.8
22924,PA,Trevose CDP,82413.0,1.0,93.6,1.9,0.2,2.4,2.8,86.2
22925,PA,Trexlertown CDP,61629.0,5.2,83.4,4.2,0.1,8.1,4.8,94.8
22926,PA,Trooper CDP,104238.0,2.1,88.9,2.2,0.1,6.8,3.2,91.7
22927,PA,Troutville borough,62656.0,7.5,100.0,0.0,0.0,0.0,1.6,91.4
22928,PA,Troxelville CDP,61250.0,2.8,98.2,0.5,0.0,0.0,0.0,73.5
22929,PA,Troy borough,45729.0,22.3,97.1,0.9,0.2,0.7,0.5,83.5
22930,PA,Trucksville CDP,54851.0,10.0,97.4,0.8,0.0,0.5,0.7,96.2
22931,PA,Trumbauersville borough,68977.0,5.0,97.0,0.6,0.3,0.8,3.1,93.1
22932,PA,Tullytown borough,53864.0,10.3,94.6,3.2,0.2,0.4,3.0,91.2
22933,PA,Tunkhannock borough,40592.0,14.0,95.9,0.9,0.2,1.1,1.3,91.0
22934,PA,Tunnelhill borough,45938.0,11.7,98.9,0.0,0.0,1.1,0.0,93.2
22935,PA,Turbotville borough,58542.0,6.6,97.9,1.0,0.1,0.0,1.4,91.9
22936,PA,Turtle Creek borough,32234.0,22.0,78.4,17.3,0.3,0.6,1.3,94.4
22937,PA,Tuscarora CDP,47750.0,21.6,99.1,0.1,0.2,0.2,1.2,85.3
22938,PA,Twilight borough,51250.0,17.4,98.7,1.3,0.0,0.0,0.0,95.5
22939,PA,Tyler Run CDP,57039.0,5.9,94.3,3.4,0.1,1.2,1.3,96.4
22940,PA,Tylersburg CDP,60714.0,6.1,99.0,0.0,0.0,0.0,2.0,84.4
22941,PA,Tyrone borough,39497.0,20.1,97.3,0.7,0.3,0.3,1.0,90.5
22942,PA,Ulysses borough,27083.0,36.9,98.7,0.8,0.0,0.0,0.3,83.3
22943,PA,Union City borough,38300.0,17.4,97.7,0.4,0.2,0.5,1.6,88.1
22944,PA,Union Dale borough,51042.0,13.5,98.5,1.1,0.0,0.0,1.5,98.6
22945,PA,Union Deposit CDP,51758.76615746182,13.2,91.9,1.2,0.5,4.9,1.2,79.9
22946,PA,Uniontown city,26047.0,29.4,77.4,18.1,0.3,0.5,1.4,83.6
22947,PA,Unionville CDP,40368.0,14.8,98.4,0.3,0.0,0.3,0.2,88.5
22948,PA,Unionville borough,39500.0,9.2,97.6,0.3,0.0,0.7,0.7,88.3
22949,PA,University of Pittsburgh Johnstown CDP,51758.76615746182,12.509629629629623,93.4,3.0,0.2,1.7,1.7,100.0
22950,PA,Upland borough,38616.0,21.4,51.3,41.3,0.3,0.8,5.8,74.4
22951,PA,Upper Exeter CDP,93542.0,3.7,99.6,0.3,0.0,0.0,1.0,91.0
22952,PA,Upper St. Clair CDP,112929.0,2.8,92.1,0.8,0.0,5.7,1.3,99.0
22953,PA,Ursina borough,29167.0,18.8,99.6,0.0,0.0,0.4,0.4,78.2
22954,PA,Utica borough,51758.76615746182,20.5,99.5,0.0,0.5,0.0,1.1,84.3
22955,PA,Valencia borough,43269.0,7.5,99.5,0.2,0.0,0.2,0.4,94.2
22956,PA,Valley Green CDP,75984.0,9.9,93.8,1.8,0.3,0.6,3.7,94.2
22957,PA,Valley-Hi borough,51758.76615746182,66.7,100.0,0.0,0.0,0.0,0.0,33.3
22958,PA,Valley View CDP (Schuylkill County),52788.0,8.7,98.5,0.2,0.1,0.2,0.7,89.6
22959,PA,Valley View CDP (York County),60517.0,6.0,91.8,3.3,0.4,1.6,3.7,93.1
22960,PA,Vanderbilt borough,45469.0,13.4,95.8,1.9,0.0,0.0,0.2,82.7
22961,PA,Vandergrift borough,37058.0,20.8,91.6,4.8,0.1,0.3,0.9,88.9
22962,PA,Vandling borough,52411.0,12.7,96.0,1.3,0.7,0.3,2.1,90.3
22963,PA,Van Voorhis CDP,51758.76615746182,7.3,98.2,0.0,0.0,0.6,0.0,86.6
22964,PA,Venango borough,45750.0,10.9,98.3,0.4,0.0,0.0,0.0,86.9
22965,PA,Verona borough,38852.0,19.6,89.9,7.8,0.1,0.2,2.2,94.8
22966,PA,Versailles borough,30050.0,18.3,90.8,6.2,0.1,0.7,1.0,88.2
22967,PA,Vicksburg CDP,87857.0,0.0,99.6,0.4,0.0,0.0,0.0,69.5
22968,PA,Village Green-Green Ridge CDP,67204.0,1.2,96.6,1.4,0.1,0.7,1.8,92.4
22969,PA,Village Shires CDP,73036.0,5.7,95.7,1.0,0.1,2.4,1.2,94.7
22970,PA,Vinco CDP,52031.0,1.9,98.6,0.4,0.1,0.2,0.3,88.1
22971,PA,Vintondale borough,32321.0,21.3,98.8,0.0,0.0,0.5,0.0,69.7
22972,PA,Virginville CDP,77500.0,6.1,98.7,0.3,0.0,0.0,1.3,89.6
22973,PA,Volant borough,38750.0,14.0,99.4,0.0,0.0,0.0,1.2,96.3
22974,PA,Vowinckel CDP,51758.76615746182,7.3,99.3,0.0,0.0,0.0,0.7,95.4
22975,PA,Wagner CDP,49375.0,0.0,100.0,0.0,0.0,0.0,0.0,84.8
22976,PA,Wakefield CDP,60132.0,5.7,95.9,1.3,0.2,0.2,4.6,64.3
22977,PA,Wall borough,50052.0,17.0,89.8,7.1,0.0,0.5,1.0,86.2
22978,PA,Wallaceton borough,42212.0,13.3,99.7,0.3,0.0,0.0,0.0,80.4
22979,PA,Wallenpaupack Lake Estates CDP,58026.0,14.8,96.0,2.3,0.2,0.3,3.6,93.6
22980,PA,Waller CDP,70000.0,1.9,100.0,0.0,0.0,0.0,0.0,84.8
22981,PA,Walnutport borough,62091.0,7.5,94.8,0.9,0.4,0.8,3.3,91.1
22982,PA,Walnuttown CDP,37955.0,20.0,99.8,0.0,0.0,0.0,1.4,67.0
22983,PA,Wampum borough,41250.0,8.9,94.3,1.8,0.6,0.1,3.1,88.2
22984,PA,Wanamie CDP,51111.0,4.4,97.4,0.7,0.0,0.5,1.6,90.7
22985,PA,Warminster Heights CDP,32010.0,18.1,60.7,10.6,0.8,3.3,35.1,66.3
22986,PA,Warren city,36536.0,14.3,97.5,0.5,0.3,0.6,0.9,91.4
22987,PA,Warrior Run borough,37321.0,11.8,97.4,0.0,0.0,0.2,1.5,91.6
22988,PA,Washington city,35204.0,23.6,77.7,15.9,0.2,0.7,1.8,85.4
22989,PA,Washington Boro CDP,72438.0,2.0,98.5,0.3,0.0,0.4,1.4,89.0
22990,PA,Washingtonville borough,28661.0,24.1,98.5,0.0,0.0,0.4,0.0,77.2
22991,PA,Waterford borough,41856.0,9.0,98.5,0.4,0.3,0.3,0.9,93.3
22992,PA,Watsontown borough,41092.0,7.6,97.0,0.6,0.3,0.8,1.1,90.2
22993,PA,Wattsburg borough,43571.0,8.9,99.3,0.2,0.0,0.0,1.5,89.8
22994,PA,Waverly CDP,80156.0,0.0,98.0,0.5,0.0,0.5,2.3,100.0
22995,PA,Waymart borough,46739.0,21.9,97.2,0.3,0.3,0.1,2.2,83.8
22996,PA,Wayne Heights CDP,62131.0,5.1,91.7,3.3,0.5,2.0,2.8,95.0
22997,PA,Waynesboro borough,38435.0,19.4,92.4,3.0,0.4,0.6,3.7,85.2
22998,PA,Waynesburg borough,37389.0,24.6,95.9,1.8,0.2,0.5,0.7,92.3
22999,PA,Weatherly borough,46991.0,10.8,96.6,0.6,0.1,0.4,2.5,91.3
23000,PA,Webster CDP,78304.0,26.1,96.1,0.0,0.4,2.4,0.8,87.3
23001,PA,Weedville CDP,41250.0,11.5,98.7,0.0,0.4,0.2,2.4,88.1
23002,PA,Weigelstown CDP,54127.0,5.5,90.9,4.7,0.2,0.9,4.0,89.9
23003,PA,Weissport borough,25625.0,25.7,93.4,1.0,0.5,1.2,5.3,77.6
23004,PA,Weissport East CDP,57500.0,12.5,98.6,0.3,0.1,0.4,1.0,90.5
23005,PA,Wellersburg borough,38750.0,4.7,98.3,0.6,0.0,0.6,0.6,87.7
23006,PA,Wellsboro borough,50345.0,13.1,96.1,0.6,0.3,1.3,1.1,94.6
23007,PA,Wellsville borough,66250.0,10.1,97.1,0.0,0.8,0.4,1.7,86.9
23008,PA,Wernersville borough,59777.0,12.8,92.9,2.6,0.2,1.1,4.0,89.7
23009,PA,Wescosville CDP,89418.0,5.0,86.3,3.0,0.2,7.2,5.1,94.8
23010,PA,Wesleyville borough,51725.0,12.5,94.5,1.5,0.1,0.6,3.0,91.6
23011,PA,West Alexander CDP,26518.0,23.0,99.2,0.5,0.0,0.0,0.7,95.8
23012,PA,West Brownsville borough,37188.0,9.2,96.2,1.4,0.7,0.2,1.2,92.1
23013,PA,West Chester borough,47042.0,26.2,78.7,12.1,0.2,1.4,13.4,91.3
23014,PA,West Conshohocken borough,102279.0,8.1,90.1,3.6,0.5,3.3,3.6,95.5
23015,PA,West Decatur CDP,35563.0,5.8,99.4,0.2,0.2,0.0,0.4,85.6
23016,PA,West Easton borough,53534.0,14.4,90.6,4.6,0.4,0.7,8.4,85.5
23017,PA,West Elizabeth borough,39808.0,19.6,96.7,2.9,0.0,0.0,0.0,92.7
23018,PA,West Fairview CDP,49318.0,10.0,92.5,3.4,0.2,1.2,3.8,86.7
23019,PA,West Falls CDP,61635.0,3.5,98.7,0.8,0.0,0.0,2.6,93.3
23020,PA,Westfield borough,29653.0,24.4,97.8,1.0,0.4,0.1,0.8,78.1
23021,PA,West Grove borough,57303.0,3.1,75.5,6.0,0.8,0.8,35.2,82.5
23022,PA,West Hamburg CDP,47083.0,20.3,97.3,1.1,0.1,0.2,3.4,83.3
23023,PA,West Hazleton borough,36761.0,13.6,71.9,3.1,0.4,0.3,35.4,71.8
23024,PA,West Hills CDP,50089.0,13.4,98.8,0.3,0.1,0.2,0.1,96.1
23025,PA,West Homestead borough,50032.0,9.0,84.0,12.9,0.1,0.4,0.9,95.2
23026,PA,West Kittanning borough,47961.0,5.6,99.1,0.3,0.0,0.3,0.3,93.8
23027,PA,Westland CDP,51758.76615746182,0.0,67.1,31.7,0.0,0.6,0.0,100.0
23028,PA,West Lawn CDP,53182.0,8.0,86.8,6.2,0.1,0.9,9.6,90.9
23029,PA,West Leechburg borough,46250.0,4.6,98.7,0.9,0.0,0.1,1.0,92.7
